essedum	a two-wheeled war-chariot, car
esurio	to desire to eat, suffer hunger, be hungry, hunger
esuritio	a hungering, hunger
et	and
etenim	for, for truly, and indeed, because, since
etesiae	Etesian winds, trade-winds, N. W. winds which prevail in summer in the eastern parts of the Mediterranean Sea
ethologus	imitating manners, mocking personal peculiarities
etiam	also, even, yet
etsi	though, although, albeit
eu	bravo! well! well done!
euboicus	Euboean
eugae	bravo! well done! good! hurrah!
euhans	P. (the cry of the Bacchantes), crying euhan!
euhias	a Bacchante
euhius	a surname of Bacchus
euhoe	the cry of revellers at the festivals of Bacchus
eumenides	the Furies
eunuchus	a eunuch
euripus	a channel, strait, narrow sea
eurous	eastern, orient
eurus	the southeast wind
evado	to go out, come out, go forth; escape
evagor	to wander forth, march to and fro
evalesco	to grow strong
evalidus	 very strong, mighty
evanesco	to vanish, pass away, die away, disappear
evanidus	vanishing, passing away
evasto	to lay utterly waste, devastate
evectus	P. of eveho
eveho	to carry out, bring forth, convey out, lead forth
evello	to tear out, pluck out, extract
evenio	to come out, come forth
eventum	an occurrence, chance, event
eventura	that which will happen
eventus	an occurrence, accident, event, fortune, fate, lot
everbero	to strike violently, beat
evergo	to send out, cause to meander forth
everriculum	a broom, sweep
everro	to sweep out
eversio	an overthrowing, subversion
eversor	a subverter, destroyer
eversus	1. P. of everro
everto	to overturn, upturn, turn upside down
evestigatus	P., traced out, discovered
evictus	P. of evinco
evidens	looking out, obvious, apparent, manifest, plain, clear, evident
evidenter	evidently, manifestly, obviously
evidentia	distinctness, vivid presentation
evigilo	to be wakeful, be vigilant
evilesco	to become vile, grow worthless
evincio	to bind up, wind around
evinco	to overcome, conquer, subdue, vanquish, overwhelm
evinctus	P. of e-vincio
eviro	to emasculate
eviscero	to deprive of entrails, disembowel, eviscerate
evitabilis	avoidable
evito2	to deprive of life, kill
evocator	a summoner, recruiter, one who drums up
evocatus	called out
evoco	to call out, call forth, summon, evoke
evolgo	to make commonly known, divulge
evolo	to fly out, fly away, fly up
evolsio	a pulling out
evolsus	P. of evello
evolutio	an unrolling
evolutus	P. of evolvo
evolvo	to roll out, roll forth, unroll, unfold
evomo	to spew out, vomit forth
ex	out of, from (+ abl.)
exacerbo	to exasperate, irritate, provoke
exactio	a driving out, expelling
exactor	a driver-out, expeller
exactus	precise, accurate, exact
exacuo	to sharpen, make pointed
exadversus	over against, opposite
exaedificatio	a finishing, completing
exaedifico	to finish building, complete, erect, build, construct
exaequatio	a likening, uniformity
exaequo	to make equal, place on a level, equal
exaeresimus	that may be taken out, to be omitted
exaestuo	to boil up, foam up, ferment
exaggeratio	elevation, exaltation
exaggero	to heap, pile, load, fill
exagitator	a severe critic, censurer
exagito	to rouse, keep in motion, disquiet, harass, persecute, disturb, torment, vex
exalbesco	to turn pale
examen	a multitude flying out, swarm
examen2	the tongue of a balance
examino	to weigh
exanclo	to exhaust, suffer through, endure
exanimatio	faintness, terror
exanimatus	P. of exanimc
exanimis	lifeless, dead
exanimo	to put out of breath, tire fatigue, weaken, exhaust
exanimus	lifeless, dead
exardesco	to blaze out, kindle, take fire
exaresco	to dry up, become dry
exarmo	to disarm
exaro	to plough out, dig up, dig out
exaspero	to make rough, roughen
exauctoro	to discharge from service, release from the military oath
exaudio	to hear clearly, distinguish, discern, hear
exaugeo	to increase greatly, confirm
exauguratio	a desecrating, profaning
exauguro	to desecrate, make profane
excaeco	to blind, make blind
excandescentia	kindling wrath, an outbreak of anger
excandesco	 to grow hot, kindle
excanto	to charm forth, enchant
excarnifico	to tear to pieces, butcher
excavo	to hollow out
excedo	to go out, go forth, depart, retire, withdraw
excellens	towering, prominent, distinguished, superior, surpassing, excellent
excellenter	excellently, exceptionally well
excellentia	superiority, excellence
excello	to be eminent, be superior, surpass, excel
excelse	in an elevated tone, loftily
excelsitas	loftiness, ascendency
excelsus	elevated, lofty, high
exceptio	an exception, restriction, limitation
excepto	to take out, take up, catch
exceptus	P. of excipio
excerno	to sift out, separate, part
excerpo	to pick out, extract
excessus	a departure, demise
excetra	a snake, serpent, dragon
excidium	overthrow, demolition, subversion, ruin, destruction
excido	to fall out, drop down, fall away
excido2	to cut out, cut off, hew out, cut down
excieo	to call out, summon forth, rouse
excio	to bring out; to rouse
excipio	to take out, withdraw
excisio	a destroying
excisus	P. of 2 excido
excitatus	lively, vehement, excited
excito	to call out, summon forth, bring out, wake, rouse
excitus	P. of excieo and excio
exclamatio	an exclamation
exclamo	to call out, cry aloud, exclaim
excludo	to shut out, exclude, cut off, remove, separate
exclusio	a shutting out, exclusion
exclusus	P. of excludo
excoctus	P. of excoquo
excogitatio	a thinking out, contriving, inventing
excogitatus	P. of excogito
excogito	to think out, contrive, devise, invent
excolo	to cultivate, improve, ennoble, refine, perfect
excoquo	to boil out, melt out, dry up
excors	without intelligence, without understanding, senseless, silly, stupid
excrementum	an excretion
excresco	to grow up
excretus	P. of excerno
excrucio	to torment, torture, rack, plague
excubiae	a lying out on guard, watching, keeping watch
excubitor	a watchman, guard, sentinel
excubo	to lie out of doors, camp out
excudo	to strike out, hammer out
exculco	to tread down, stamp firm
excultus	P. of excolo
excurro	o run out, run forth, hasten forwards
excursio	a running out, running forth
excursor	a skirmisher, scout, spy
excursus2	a running out, running forth, excursion
excusabilis	that may be excused, excusable
excusate	without blame
excusatio	an excusing, excuse
excuso	to excuse, make an excuse for
excussus	stretched out, stiff
excutio	to shake out, shake off, cast out, drive out, send forth
exedo	to eat up, consume, devour
exedra	a hall furnished with seats, parlor
exedrium	a sittingroom, parlor
exemplar	a transcript, copy
exemplum	sample, specimen; a copy, transcript
exemptus	P. of eximo
exeo	to go out, go forth, go away, depart, withdraw, retire
exerceo	to drive, keep busy, keep at work, oversee, work, agitate
exercio	to make up for, earn
exercitatio	exercise, practice, training, discipline, experience
exercitatus	well exercised, practised, versed, trained, experienced, disciplined
exercitium	training, exercise
exercito	exercise frequently or diligently, practise; agitate, disturb
exercitus	disciplined
exercitus2	army
exesus	P. of exedo
exhalatio	an exhalation, vapor
exhalo	to breathe out, exhale, evaporate
exhaurio	to draw out, empty, exhaust
exhaustus	P. of exhaurio
exheredo	to disinherit
exheres	disinherited
exhibeo	to hold forth, tender, present, deliver, give up, produce
exhilaratus	cheerful, merry
exhorreo	to tremble before, shudder at, dread
exhorresco	to tremble, shudder, be terrified
exhortatio	an exhortation, encouragement
exhortor	 to exhort, encourage
exigo	to drive out, push forth, thrust out, take out, expel
exigue	shortly, slightly, scantily, sparingly, exactingly, barely, meagrely
exiguitas	scantiness, smallness, littleness, shortness, insufficiency, scarcity
exiguus	strict, exact, scanty, small, little, petty, short, poor, mean, inadequate, inconsiderable, paltry
exilis	strict, narrow, thin, slender, lank, small, meagre, poor
exilitas	thinness, meagreness, weakness, poorness
exiliter	thinly, meagrely
eximie	exceedingly, very much, uncommonly, excellently
eximius	taken out, excepted, exempt
eximo	to take out, take away, remove
exin	thence, after that, next in order, next
exinanio	to empty, make empty, desolate
exinde	 after that, thereafter, then
exisse	inf. perf. of exeo
existimantes	critics, critical judges
existimatio	a judging, judgment, opinion, supposition, decision, estimate, verdict
existimator	a judge, critic
existimo	to think; to value
exitiabilis	destructive, fatal, deadly
exitialis	destructive, fatal, deadly
exitiosus	destructive, pernicious, deadly
exitium	destruction, ruin, hurt, mischief
exitus2	a going out, going forth, egress, departure
exlex	beyond the law, bound by no law, lawless
exodium	an after-play, farce
exolesco	to grow out of use, become obsolete, pass away, cease
exoletus	a boy favorite
exonero	to free, disburden, unload, empty
exoptatus	greatly wished, earnestly desired, longed for
exopto	to wish earnestly, desire greatly, long for
exorabilis	easily entreated, influenced by prayer
exorator	one who obtains by entreaty
exordior	to begin a web, lay the warp, prepare to weave
exordium	the warp of a web, beginning, introduction (of speech)
exorior	to come out, come forth, spring up, rise, appear
exornatio	an adorning, embellishment
exornator	an adorner, embellisher
exorno	to fit out, equip, furnish, supply, provide
exoro	to move, prevail upon, persuade by entreaty, induce, appease
exorsa	a beginning, commencement
exorsus2	a beginning, commencement
exortus2	a coming forth, rising
exosculor	 to kiss fondly, kiss eagerly
exosso	to deprive of bones, bone
exostra	a movable stage (in the theatre)
exosus	hating, detesting
expallesco	to grow pale, turn pale
expatro	(once), to finish, squander in voluptuousness
expavesco	to be terrified, fear greatly, dread
expectoro	to drive from the breast
expedio	to extricate, disengage, let loose, set free, liberate
expedite	without impediment, without difficulty, readily, promptly, quickly
expeditio	an enterprise against the enemy, expedition, campaign
expeditus	unfettered, unimpeded, unencumbered, without a burden
expello	to drive out, drive away, thrust out, eject, expel
expendo	to weigh out, weigh
expensum	money paid, a payment
expergefacio	to arouse, stir up, excite
expergiscor	to be awakened, awake
experiens	experienced, enterprising, active, industrious
experientia	a trial, proof, experiment
experimentum	a proof, test, trial, experiment
experior	to try, prove, test, experience, endure
experrectus	P. of expergiscor
expers	having no part in, not sharing in, not privy to
expertus	tried, proved, known by experience
expetendus	worth striving for, desirable
expetens	desirous, eager
expetitus	P. of expeto
expeto	to seek after, strive for aim at, demand, ask
expiatio	satisfaction, atonement, expiation
expictus	P. of expingo
expilatio	a pillaging, plundering
expilator	a pillager, plunderer
expilo	to pillage, rob, plnnder
expingo	to depict, describe to the life
expio	to make amends for, atone for, purify, expiate, purge by sacrifice
expiscor	to fish out, search out, find out
explanate	plainly, clearly, distinctly
explanatio	an explanation, interpretation
explanator	an interpreter
explanatus	plain, distinct
explano	to make plain, make clear, explain
expleo	to fill up, fill full, fill, stuff
expletio	a satisfying
expletus	full, complete, perfect
explicate	clearly
explicatio	an unfolding, uncoiling
explicator	an expounder, explainer
explicatrix	she that explains
explicatus	spread out
explicatus2	an unfolding, exposition
explicitus	unobstructed, practicable
explico	to unfold, uncoil, unroll, unfurl, unclose, spread out, loosen, undo
explodo	to drive out, hiss away, hoot off
explorate	for a certainty, securely, surely
exploratio	an examination
explorator	an explorer, spy, scout
exploratus	ascertained, established, settled, certain, sure, safe
exploro	to cause to flow forth, bring out, search out, examine, investigate, explore
explosus	P. of explodo
expolio	to smooth, polish, finish, adorn, embellish, refine, elaborate
expolitio	a smoothing off, polishing, finishing, embellishing
expolitus	polished, smooth
expono	to put out, set forth, expose, exhibit
exporrigo	to spread out
exportatio	a carrying out, exportation
exporto	to carry out, bring out, convey away, send away, export
exposco	to ask earnestly, beg, request, entreat, implore
expositio	a setting forth, exposition, narration, citation, explanation
expositus	open, accessible
expostulatio	a pressing demand
expostulo	to demand pressingly, insist on
expressus	clearly exhibited, distinct, manifest, clear, plain, express
exprimo	to press out, force out, squeeze forth
exprobratio	a reproaching, upbraiding
exprobro	to reproach with, blame for, find fault, charge, upbraid, reproach
expromo	to show forth, discover, exert, practise, exhibit, display
expromptus	ready, at hand
expugnabilis	that may be taken by assault, assailable
expugnatio	a taking by assault, storming
expugnator	a stormer, capturer
expugnax	victorious, effectual
expugno	to take by assault, storm, capture, reduce, subdue
expulsio	a driving out, expulsion
expulsor	a driver out, expeller
expulsus	P. of expello
expultrix	she that expels
expurgo	to purge, cleanse, purify
exquiro	to search out, seek diligently, inquire into, scrutinize, inquire, ask
exquisite	carefully, accurately, particularly, excellently
exquisitus	carefully sought out, ripely considered, choice, excellent, exquisite
exsacrifico	to sacrifice
exsaevio	to cease raging
exsanguis	 without blood, bloodless, lifeless
exsarcio	to patch, mend, repair
exsatio	to satisfy, glut, sate
exsaturabilis	that may be sated
exsaturo	to satisfy satiate, sate
exscindo	to extirpate, annihilate, destroy
exscribo	to write out, write off, copy
exsculpo	to dig out, cut out, chisel out, carve
exseco	to cut out, cut away, remove
exsecrabilis	accursed
exsecratio	an execration, malediction, curse
exsecratus	accursed, execrable, detestable
exsecror	to curse, utter curses, execrate, abhor
exsectio	a cutting out, excision
exsectus	P. of exseco
exsecutio	an accomplishing
exsecutus	P. of exsequor
exsequiae	a funeral procession, funeral obsequies
exsequialis	of a funeral, funereal
exsequor	to follow (to the grave); follow up, pursue, describe
exsero	to stretch out, thrust out, put forth, take out
exserto	to stretch out, thrust forth
exsertus	P. of exsero
exsibilo	to hiss out, hiss from the stage
exsiccatus	dried up, dry, jejune
exsicco	to dry up, make dry
exsigno	to write out, note down
exsilio	to spring out, spring forth, leap up, start up, bound
exsilium	banishment, exile
exsisto	to step out, come forth, emerge, appear, exist
exsolutus	P. of exsolvo
exsolvo	to loose, unloose, set loose, release, deliver, free
exsomnis	sleepless, watchful
exsorbeo	to suck out, suck up, drain, drink
exsors	without lot, not assigned by lot
exspatior	to wander from the way, spread, extend
exspectatio	an awaiting, expecting, expectation, longing, desire
exspectatus	anxiously expected, longed for, desired, welcome
exspecto	to look out for, await, wait for
exspersus	sprinkled, splashed
exspes	without hope, hopeless
exspiratio	a breathing out, exhalation
exspiro	to breathe out, emit, blow out, exhale, give out
exsplendesco	 to shine forth, be distinguished
exspolio	to spoil, pillage, plunder
exspuo	to spit out, spit
exsterno	to terrify greatly, affright
exstillo	to trickle away, melt
exstimulator	an inciter, instigator
exstimulo	to goad on, instigate, stimulate
exstinctio	extinction, annihilation
exstinctor	an extinguisher
exstinctus	dead
exstinguo	to put out, quench, extinguish
exstirpo	to root out, eradicate, extirpate
exsto	to stand out, stand forth, project, protrude, extend above, tower
exstructio	a building up, erecting, structure
exstructum	a lofty seat
exstruo	to pile, heap up, accumulate
exsuctus	drawn out, extracted, dried
exsudo	to ooze, exude
exsul	a banished person, wanderer, exile
exsulo	to be an exile, be banished, live in exile
exsultans	boastful, vainglorious
exsultatio	a leaping for joy, exultation
exsultim	leaping about, friskingly
exsulto	to spring vigorously, leap up, jump up
exsuperabilis	to be overcome
exsuperantia	preeminence, superiority
exsupero	to mount up, tower; excel
exsurdo	to deafen, dull, blunt
exsurgo	to rise up, rise, get up, stand up
exsuscito	to rouse from sleep, awaken
exta	the chief internal organs of the body, significant organs
extabesco	to pass away completely, disappear
extemplo	immediately, straightway, forthwith, without delay
extemporalis	off hand, on the spur of the moment
extendo	to stretch out, spread out, extend
extensus	P. of extendo
extentus	extended, extensive, wide
extenuatio	a lessening, diminution, extenuation
extenuatus	trifling, faint, weak
extenuo	to make small, reduce, diminish
exter	on the outside, outward, of another country, foreign, strange
exterebro	to extract by boring, bore out
extergeo	to strip clean, plunder
exterior	outward, outer, exterior
exterius	on the outer side, without
extermino	to drive out, drive away, expel, exile, banish
externus	outward, external
extero	to tread down, crush
exterreo	to strike with terror, frighten, affright
extersus	P. of extergeo
extimesco	to be greatly afraid, fear greatly, await with fear, dread
extimus	outermost, farthest, most remote
extispex	an observer of entrails, diviner, soothsayer
extollo	to lift out, lift up, raise, elevate
extorqueo	to twist out, wrench out, wrest away
extorris	driven out of the country, exiled, banished, homeless
extortor	an extorter
extortus	deformed
extra	on the outside, without
extractus	P. of extraho
extraho	to draw out, draw forth, pull out, drag
extraneus	from without, strange
extraordinarius	out of the common order, extraordinary, uncommon
extrarius	outward, external, extrinsic
extremitas	the extremity, end, terminus
extremo	at last, finally
extremum	at last, finally
extremus	outermost, utmost, extreme, farthest, last
extrico	to disentangle, extricate, clear, free
extrinsecus	from without, from abroad
extrudo	to thrust out, push forth, drive out, drive away
extrusus	P. of extrudo
extumefactus	swollen
extundo	to beat out, strike out, forge out
exturbo	to drive out, thrust out, drive away, thrust away
exubero	to grow luxuriantly, be abundant, abound, overflow
exulcero	to make worse, exasperate, embitter
exululo	to howl, cry out, howl violently
exundans	overflowing, abundant
exundo	to flow out, overflow
exuo	to draw out, take off, pull off, put off
exuro	to burn out, burn up, consume
exustio	a burning up, conflagration
exustus	P. of exuro
exutus	P. of exuo
exuviae	that which is stripped off, clothing, equipments, arms
exuvium	spoils, booty
faba	a bean, horse-bean
fabalis	of beans
fabella	a little history, short story, idle tale
faber	a workman, maker, forger, smith, artificer, carpenter, joiner
faber2	constructive, workmanlike
fabrefactus	skilfully made, artistically wrought
fabrica	a joiner’s shop, smith’s shop, workshop
fabricatio	a structure, construction
fabricator	an artificer, framer, contriver
fabrico	to make, build, construct, erect
fabricor	to make, frame, forge, construct, build
fabrilis	of an artificer
fabula	a narration, narrative
fabulor	to speak, converse, talk, gossip, chat
fabulosus	full of fables, rich in myths
facesso	to despatch, perform, execute, accomplish, fulfil
facete	finely, gracefully, neatly
facetiae	wit, witty saying, witticism, pleasantry, drollery, humor, facetiousness
facetus	fine, courteous, polite, gentle
facies	appearance, form, figure, shape, build
facile	easily, with ease, readily, without difficulty
facilis	easy to do, easy, without difficulty
facilitas	easiness, ease, facility, readiness
facinorosus	criminal, villainous, atrocious, vicious
facinus	a deed, act, action, achievement; a crime, outrage
facio	to make; do
facteon	one must count worthless
factio	(a making, doing, preparing); a group of persons associated or acting together, a faction
factiosus	partisan, factious, seditious, revolutionary, oligarchical
factito	to do frequently, do habitually, practise, make persistently
factum	deed, act, exploit, achievement
factus	elaborate, finished, artistic
factus2	making, building
facula	a little torch
facultas	capability, possibility, power, means, opportunity, skill, ability
facunde	eloquently, persuasively
facundia	eloquence, fluency, command of language
facundus	speaking easily, fluent, eloquent
faeces	plur. of faex
faecula	burnt wine-crust, salt of tartar
faenebris	of interest, of usury
faeneratio	a lending on interest, usury
faenerator	a money-lender, capitalist, usurer
faenero	to lend on interest, invest
faeneror	to lend on interest
faenilia	a hay-loft
faenum	hay
faenus	the profit of capital, interest, usury
faex	grounds, sediment, lees, dregs
fagineus	of beech, beechen
faginus	of beech, beechen
fagus	a beech-tree
fala	a movable tower, used in fighting
falarica	a fire-brand
falcarius	a sickle-maker, scythemaker
falcatus	armed with scythes
falcifer	sickle-bearing, holding a scythe
falernus	Falernian
fallacia	deceit, trick, artifice, stratagem, craft, intrigue
fallaciloquus	speaking deceitfully, false
fallaciter	deceitfully, falsely
fallax	deceitful, deceptive, fallacious
fallo	deceive, trick, cheat; escape notice; pass. to be mistaken
falsiparens	having a pretended father
falso	untruly, unfaithfully, deceitfully, falsely, erroneously
falsum	an untruth, falsehood, fraud, deceit
falsus	deceptive, feigned, spurious, deceitful, false, pretended, delusive, unfounded
falx	a curved blade, pruningknife, pruning-hook
fama	fame, rumor
famelicus	suffering from hunger, famished, starved
fames	hunger
familia	the slaves in a household, a household establishment, family servants, domestics
familiaris	of a house, of a household, belonging to a family, household, domestic, private
familiaritas	familiarity, intimacy, familiar intercourse, friendship, intimate acquaintance
familiariter	intimately, on friendly terms
famosus	much talked of, famed, celebrated, famous, renowned
famula	a maid-servant, handmaid, female slave
famularis	of servants, belonging to slaves
famulatus	slavery, servitude
famulor	to be a slave, serve
famulus	serving, serviceable
fanaticus	inspired, enthusiastic
fandus	to be uttered
fanum	a shrine, sanctuary, temple
far	a sort of grain, spelt
farcio	to stuff, cram
farina	flour, meal
farrago	mixed fodder, mash
farratus	made of corn
fartor	a fattener of fowls, poulterer
fartus	P. of farcio
fas	the dictates of religion, divine law
fascia	a band, band age, swathe, girth, fillet
fasciculus	a small bundle, packet
fascino	to enchant, bewitch, fascinate
fascinum	Prop., a charm, enchantment; hence, for membrum virile
fasciola	a small bandage
fascis	a bundle, fagot, fascine, packet, parcel
fassus	P. of fateor
fasti	a register of judicial days, court calendar
fastidio	to feel disgust, shrink, flinch, loathe, dislike, despise
fastidiose	squeamishly, scornfully, disdainfully, fastidiously
fastidiosus	full of disgust, squeamish, disdainful, scornful
fastidium	nausea, squeamishness, loathing, distaste, aversion
fastigate	having a slope like a gable
fastigatus	pointed, sharp, wedge-shaped
fastigium	the top of a gable, gable end, pediment
fastus	3,'see fasti.'
fastus	not forbidden
fastus2	scornful contempt, disdain, haughtiness, arrogance, pride
fatalis	of fate, ordained by destiny, decreed, destined, fated, fatal
fataliter	according to fate, by destiny
fateor	to confess, own, grant, acknowledge
faticanus	prophetic
fatidicus	prophesying, prophetic
fatifer	that brings death, death-dealing, destructive
fatigatio	weariness, fatigue
fatigo	to weary, tire, fatigue, vex, harass, fret
fatiloquus	prophesying, prophetic
fatisco	to open in chinks, fall apart, tumble to pieces
fatuitas	folly, fatuity
fatum	fate; death; oracle
fatus	P. of * for
fatuus	speaking by inspiration
fauces	the upper part of the throat, pharynx, throat, gullet
faunus	a mythical king of Latium, worshipped as the Italian Pan
fauste	favorably, beneficently
faustitas	Beneficence, Fertility
faustus	of favorable omen, wellomened, fortunate, favorable, auspicious, lucky
fautor	a favorer, furtherer, promoter, patron
fautrix	a patroness, protectress
faux	the throat, gullet (poet. for fauces)
favens	favorable, propitious
faveo	to be favorable, be well disposed, be inclined towards, favor, promote, befriend, countenance, protect
favilla	cinders, hot ashes, glowing ashes, embers
favonius	the west wind
favor	favor, good-will, inclination, partiality
favorabilis	favored, in favor
favus	a honey-comb
fax	a torch, firebrand, flambeau, link
faxitur	pass. for factum erit
febricula	a slight fever
febriculosus	feverish, sick of a fever
febris	a fever
februa	expiatory rites, offerings for purification
februarius	February
fecunditas	fruitfulness, fertility, fecundity
fecundo	to make fruitful, fertilize
fecundus	fruitful, fertile, productive
fel	the gall-bladder, gall, bile
feles	a cat
felicissime	sup. of feliciter
felicitas	fertility, happiness, felicity, good-fortune, luck
feliciter	fruitfully, abundantly
felix	fruitful, productive
femella	a young female, girl
femina	female, woman
femineus	of a woman, womanly, feminine, female
femur	 the thigh, upper part of the thigh
fenestra	an opening for light, window
fera	wild beast, wild animal
feraciter	fruitfully
feralis	of a funeral, of funeral rites, of the dead, funereal
ferax	fruit-bearing, fruitful, fertile, productive, abounding
ferculum	a means of carrying, frame, barrow, litter, bier
fere	approximately, closely, quite, entirely, fully, altogether, just
ferendus	P. of fero
ferentarius	 a class of light-armed troops
ferentinum	a small town of Latium
feretrius	god of trophies, a surname of Jupiter
feretrum	a litter, bier
feriae	days of rest, holidays, festivals
feriatus	keeping holiday, unoccupied, idle
ferinus	of wild animals
ferio	to strike, smite, beat, knock, cut, thrust, hit
feritas	wildness, fierceness, roughness
ferme	closely, quite, entirely, fully, altogether, just
fermentum	a means of fermentation, yeast
fero	to bear, carry; endure; report
ferocia	wildness, fierceness, spirit, courage, bravery
ferocitas	wildness, fierceness, courage, spirit, intrepidity
ferociter	courageously, valorously, bravely
feronia	an early Italian goddess of groves and fountains, patroness of freedmen
ferox	wild, bold, courageous, warlike, spirited, brave, gallant, fierce
ferramenta	implements of iron, tools shod with iron, irons
ferraria	an iron-mine
ferratus	furnished with iron, iron-shod, ironed
ferreus	made of iron, iron
ferrugineus	of an iron gray color, dusky
ferrugo	iron-rust, the color of iron-rust, dark-red, dark-chestnut, dusky color
ferrum	iron
fertilis	fruitful, fertile
fertilitas	fruitfulness, fertility, abundance
ferula	a reed, whip, rod, ferule, staff
ferus	wild, untamed, uncultivated
fervefactus	made hot, melted, red hot, hot
fervens	boiling hot, glowing, burning, singeing
ferveo	to be boiling hot, boil, ferment, glow, steam
fervidus	glowing, burning, fiery, fervid
fervo	to boil, be hot, glow, rage, blaze
fervor	a boiling heat, violent heat, raging, boiling, fermenting
fescinninus	of Fescennia (a city of Etruria)
fessus	wearied, tired, fatigued, exhausted, worn out, weak, feeble, infirm
festinans	hasty, in haste
festinanter	hastily, speedily, quickly
festinatio	a hastening, haste, hurry, despatch, speed
festino	to hasten, make haste, be in haste, hurry, be quick
festinus	hasty, hastening, in haste, quick, speedy
festive	humorously, facetiously, wittily
festivitas	good-fellowship, generosity
festivus	agreeable, pleasing, pretty
festum	a holiday, festival, festal banquet, feast
festus	of holidays, festive, festal, solemn, joyful, merry
fetialis	speaking, negotiating, of an embassy, diplomatic
fetidus	of an ill smell, stinking, fetid
fetor	a bad smell, stench
fetura	a bringing forth, bearing, breeding
fetus	filled with young, pregnant, breeding, with young
fetus2	a bringing forth, bearing, hatching, producing
fi	imper. of fio, pass. of facio
fibra	a fibre, filament
fibula	a fastening, clasp, buckle, pin, latchet, brace, brooch
ficedula	a figpecker, becafico
ficte	feignedly, fictitiously, for a pretence
fictilis	made of clay, earthen, fictile
fictor	a moulder, sculptor, image-maker, statuary
fictrix	a shaper, fashioner
fictum	a deception, falsehood, fiction
fictus	feigned, fictitious, false
ficulnus	of a fig-tree
ficus	a fig-tree
fide	faithfully
fidelis	trusty, trustworthy, faithful, sincere, true
fidelitas	faithfulness, fidelity
fideliter	faithfully, trustily, certainly, honestly
fidens	confident, courageous, bold
fidenter	confidently, fearlessly, boldly
fidentia	confidence, boldness
fides	trust, faith
fides2	stringed musical instrument; string
fidicen	a luteplayer, lyrist, minstrel, harper
fidicina	a female lute-player, lyrist, harpist
fidiculae	a small stringed instrument, small lute
fidius	by the god of truth, so help me
fidius	heaven help me
fido	to trust, confide, put confidence in, rely upon
fiducia	trust, confidence, reliance, assurance
fiduciarius	intrusted, held in trust
fidus	trusty, trustworthy, faithful, sure, credible
figo	to fix, fasten, drive, thrust in, attach, affix, post, erect, set up
figulus	a potter
figura	a form, shape, figure
figuratus	formed, shaped
figuro	to form, fashion, shape
filia	a daughter
filicatus	adorned with fern
filiola	a little daughter
filiolus	a little son
filius	son
filix	 fern
filum	a thread, string
fimbriae	fibres, shreds, fringe
fimus	a reeking substance, dung, manure
findo	to cleave, split, part, separate, divide
fingo	to form, fashion, make; to touch (rare)
finiens	a boundary, horizon
finio	to limit, bound, enclose within boundaries
finis	boundary, border, limit
finite	within limits, moderately
finitimus	(adj) bordering upon, neighboring; (n) neighbor
finitor	a limiter, surveyor
finitus	rounded, rhythmical
fio	to happen; become; be done
firmamen	a prop, support
firmamentum	a strengthening, support, prop
firmator	a confirmer, establisher
firmatus	P. of firmo
firme	firmly, steadily, definitely
firmitas	firmness, durability, strength, vigor
firmiter	steadfastly, immovably, fixedly
firmitudo	firmness, durability, strength
firmo	to make firm, strengthen, fortify, sustain
firmus	strong, steadfast, stable, enduring, powerful
fiscella	a small woven basket
fiscina	a woven basket
fiscus	a woven-basket
fissilis	that may be cleft, cleft
fissio	a cleaving
fissum	a cleft, fissure
fissus	P. of findo
fistuca	a rammer, ram, beetle
fistula	a pipe, tube, water-pipe
fistulator	a piper
fisus	P. of fido
fixus	fixed, fast, immovable
flabellulum	a little fan
flabellum	a small fan, flyflap
flabilis	airy, breath-like
flabra	blasts, breezes, winds
flacceo	to be flaccid, flag, droop
flaccesco	to wither, droop, languish
flaccus	flabby, flap-eared
flagello	to scourge, lash
flagellum	a whip, scourge
flagitatio	a pressing request, demand, importunity
flagitator	an importunate asker, dun
flagitiose	shamefully, basely, infamously, flagitiously
flagitiosus	shameful, disgraceful, infamous, profligate, dissolute
flagitium	a shameful act, passionate deed, outrage, burning shame, disgraceful thing
flagito	to demand urgently, require, entreat, solicit, press, importune, dun
flagrans	flaming, blazing, burning, glowing
flagranter	ardently, vehemently
flagrantia	a glow, ardor
flagro	to flame, blaze, burn
flagrum	a whip, scourge, lash
flamen	a priest
flamen2	a blowing, blast, breeze, wind, gale
flaminica	the wife of a flamen
flaminium	the office of flamen
flamma	blazing fire, blaze, flame
flammans	PP. of flammo
flammeolum	a small bridal veil
flammeum	a red bridal veil
flammeus	flaming, fiery
flammifer	flame-bearing, burning, fiery
flammo	to kindle, inflame, blaze, burn
flammula	a little flame
flatus	a blowing, breathing, snorting
flavens	golden yellow, light yellow
flavesco	to become golden yellow, turn light yellow
flavus	golden yellow, reddish yellow, flaxen-colored, blonde
flebilis	to be wept over, lamentable, deplorable
flebiliter	mournfully, dolefully
flecto	to bend, bow, curve, turn, turn round
fleo	to weep, cry, shed tears, lament, wail
fletus2	a weeping, wailing, lamenting
flexanimus	moving, affecting, touching
flexibilis	pliant, flexible, yielding
flexilis	pliant, pliable, flexible
flexiloquus	ambiguous, equivocal
flexio	a bending, swaying, bend, turn, curve
flexipes	with crooked feet
flexuosus	full of turns, winding, tortuous, crooked
flexus	bent, winding
flexus2	a bending, turn, winding, curve
flictus	a striking, clashing
flo	to blow
floccus	a lock, flock
florens	blooming, flowering, in bloom
floreo	to bloom, blossom, flower
